Make,Variant,"Length 
(ft)",Geographic Region,Country/Region/State ,Listing Price (USD),Year
Bavaria,50cruiser,49.0,Europe,Malta,184634,2007
Bavaria,50cruiser,49.0,Europe,Spain,182212,2007
Bavaria,cruiser46,46.0,Caribbean,Saint Lucia,152910,2007
Bavaria,cruiser50,49.0,Caribbean,Martinique,200498,2007
Beneteau,cyclades39.3,39.0,Europe,Croatia,78955,2007
Beneteau,cyclades39.3,39.0,Europe,Croatia,72639,2007
Beneteau,cyclades39.3,39.0,Europe,Croatia,66808,2007
Beneteau,cyclades39.3,39.0,Europe,France,87458,2007
Beneteau,cyclades39.3,39.0,Europe,Greece,70452,2007
Beneteau,cyclades39.3,39.0,Europe,Spain,94746,2007
Beneteau,cyclades39.3,39.0,Europe,Spain,83814,2007
Beneteau,first40.7,40.0,Europe,Croatia,91125,2007
Beneteau,oceanis40,40.0,Europe,Greece,95985,2007
Beneteau,oceanis40,40.0,Europe,Spain,146488,2007
Beneteau,oceanis40,40.0,Europe,Spain,106562,2007
Beneteau,oceanis40,40.0,Europe,Turkey,108135,2007
Beneteau,oceanis43,43.0,Europe,Croatia,115396,2007
Beneteau,cyclades43.4,43.0,Europe,Croatia,114789,2007
Beneteau,cyclades43.4,43.0,Europe,Croatia,87458,2007
Beneteau,oceanis423,43.0,USA,Florida,138900,2007
Beneteau,oceanisclipper423,43.0,Europe,France,127543,2007
Beneteau,cyclades43.4,43.0,Europe,Greece,112951,2007
Beneteau,cyclades43.4,43.0,Europe,Greece,91102,2007
Beneteau,cyclades43,43.0,Europe,Greece,91041,2007
Beneteau,423,43.0,Caribbean,Grenada,125000,2007
Beneteau,oceanis423,43.0,USA,Texas,154900,2007
Beneteau,cyclades43.3,43.0,Europe,United Kingdom,113246,2007
Beneteau,cyclades43.4,43.0,USA,Virginia,129900,2007
Beneteau,423,43.0,Caribbean,West Indies,125000,2007
Beneteau,oceanis46,47.0,Europe,Greece,194351,2007
Beneteau,oceanis46,47.0,Europe,Greece,174916,2007
Beneteau,oceanis46,47.0,Europe,Greece,163991,2007
Beneteau,oceanis46ownerversion,47.0,Europe,Greece,160346,2007
Beneteau,oceanis46,47.0,Caribbean,Mexico,130000,2007
Beneteau,oceanis46,47.0,Europe,Turkey,202854,2007
Beneteau,first50,49.0,USA,California,299900,2007
Beneteau,first50,49.0,Europe,Croatia,228363,2007
Beneteau,oceanis49,49.0,USA,Florida,269000,2007
Beneteau,first50,49.0,Europe,France,240520,2007
Beneteau,first50,49.0,Europe,France,240510,2007
Beneteau,first50,49.0,Europe,Italy,212572,2007
Beneteau,oceanis50,49.0,Europe,Italy,188278,2007
Beneteau,oceanis50,49.0,USA,Massachusetts,199900,2007
Beneteau,first50,49.0,Europe,Turkey,230761,2007
Beneteau,cyclades50.5,51.0,Europe,Croatia,139690,2007
Beneteau,cyclades50.5,51.0,USA,Florida,149900,2007
Beneteau,cyclades50.5,51.0,Europe,Greece,176131,2007
Beneteau,cyclades50.5,51.0,Europe,Greece,150622,2007
Beneteau,cyclades50.5,51.0,Europe,Greece,145764,2007
Beneteau,cyclades50.5,51.0,USA,Virginia,174900,2007
Beneteau,523,53.0,USA,Florida,279000,2007
Beneteau,oceanisclipper523,53.0,Europe,France,191922,2007
Beneteau,oceanisclipper523,53.0,Europe,Greece,218645,2007
Beneteau,oceanis523,53.0,Europe,Greece,194351,2007
Beneteau,oceanis50,49.0,Caribbean,Dominican Republic,265000,2007
Beneteau,oceanis50,49.0,Caribbean,Martinique,206574,2007
Beneteau,cyclades50.5,51.0,Caribbean,Guadeloupe,303785,2007
Bestevaer,53st,53.0,Europe,Netherlands,911022,2007
Cabo Rico,42,46.0,USA,Georgia,274000,2007
Caliber,47lrcse,48.0,USA,Florida,339950,2007
Caliber,47lrc,48.0,USA,Texas,389900,2007
Catalina,42mkii,42.0,USA,New Jersey,159800,2007
Catalina,morgan440,46.0,Caribbean,Mexico,209999,2007
Catalina,morgan440,46.0,USA,Virginia,214900,2007
Catalina,470,47.0,USA,Virginia,274999,2007
Comar,comet41s,41.0,Europe,Italy,139671,2007
Comar,comet41s,41.0,Europe,Italy,133617,2007
Comar,comet41s,41.0,Europe,Italy,97176,2007
Comar,comet41s,41.0,Europe,Portugal,148173,2007
Comar,comet45s,46.0,Europe,Italy,163984,2007
Comar,comet52rs,52.0,Europe,Spain,273318,2007
Comar,comet52rs,52.0,Europe,Spain,267244,2007
Contest,50cs,49.0,Europe,Netherlands,582470,2007
Contest,55cs,55.0,Europe,Netherlands,589128,2007
Dehler,39sq,39.0,Europe,Netherlands,193793,2007
Dehler,44,44.0,Europe,Netherlands,193137,2007
Dehler,44sq,44.0,Europe,Portugal,205284,2007
Dehler,47sq,47.0,Europe,Italy,261160,2007
Dehler,47,47.0,Europe,Italy,205284,2007
Dehler,47,47.0,Europe,Spain,193186,2007
Delphia,40,39.0,Europe,Italy,91090,2007
Dufour,385,38.0,Caribbean,Antigua and Barbuda,72908,2007
Dufour,385gl,38.0,Europe,Greece,91102,2007
Dufour,385gl,38.0,Europe,Italy,102034,2007
Dufour,385gl,38.0,Europe,Italy,91102,2007
Dufour,40performance,40.0,Europe,Italy,95985,2007
Dufour,40performance,40.0,Europe,Portugal,133598,2007
Dufour,455gl,45.0,Europe,Denmark,159171,2007
Dufour,485gl,48.0,Europe,Italy,212580,2007
Dufour,485gl,48.0,Europe,Italy,200433,2007
Dufour,485gl,48.0,Europe,Spain,204069,2007
Dufour,485,48.0,Europe,Spain,194351,2007
Dufour,485gl,48.0,Europe,Spain,188285,2007
Dufour,525gl,50.0,Europe,Spain,261160,2007
Elan,410,40.0,Europe,Croatia,97041,2007
Elan,impression434,44.0,Europe,Croatia,84786,2007
Elan,impression434,44.0,Europe,Croatia,83814,2007
Elan,impression434,44.0,Europe,Malta,145156,2007
Elan,impression434,44.0,Europe,Spain,200425,2007
Elan,impression434,44.0,Europe,Spain,179775,2007
Elan,impression434,44.0,Europe,Spain,127543,2007
Elan,impression514,52.0,Europe,Croatia,202854,2007
Grand Soleil,40,41.0,Europe,Greece,109308,2007
Grand Soleil,40,41.0,Europe,Turkey,95948,2007
Grand Soleil,43bc,43.0,Europe,Italy,176131,2007
Grand Soleil,43,43.0,Europe,Turkey,224719,2007
Grand Soleil,45,45.0,Europe,France,194230,2007
Grand Soleil,45,45.0,Europe,Italy,193137,2007
Grand Soleil,45,45.0,Europe,Turkey,200484,2007
Grand Soleil,50,49.0,Europe,Croatia,267244,2007
Grand Soleil,50,49.0,Europe,Croatia,267233,2007
Grand Soleil,50,49.0,Europe,France,281810,2007
Grand Soleil,50,49.0,Europe,Greece,281810,2007
Grand Soleil,50,49.0,Europe,Italy,285415,2007
Grand Soleil,50,49.0,Europe,Spain,279380,2007
Grand Soleil,54,53.0,Europe,Spain,467658,2007
Grand Soleil,56,55.0,Europe,Italy,473751,2007
Grand Soleil,56,55.0,Europe,Italy,473732,2007
Hallberg-Rassy,40,40.0,Europe,Denmark,407217,2007
Hallberg-Rassy,54,55.0,Europe,Italy,789445,2007
Hanse,400,40.0,Europe,Estonia,120255,2007
Hanse,400,40.0,Europe,Italy,103249,2007
Hanse,400,40.0,Europe,Spain,103154,2007
Hanse,400,40.0,Europe,Spain,103128,2007
Hanse,400,40.0,Europe,Spain,91102,2007
Hanse,430e,43.0,Europe,France,136653,2007
Hanse,430e,43.0,Europe,France,136046,2007
Hanse,430e,43.0,Europe,Germany,168843,2007
Hanse,430e,43.0,Caribbean,Martinique,157907,2007
Hanse,430,43.0,Europe,Spain,145642,2007
Hanse,470e,47.0,Europe,France,181036,2007
Hanse,470e,47.0,Europe,France,180990,2007
Hanse,470,47.0,Europe,Germany,236866,2007
Hanse,470e,47.0,Europe,Germany,236866,2007
Hanse,470e,47.0,Europe,Netherlands,181597,2007
Hanse,540,52.0,Europe,Denmark,258730,2007
Hanse,540,52.0,Europe,Italy,253882,2007
Hanse,540e,52.0,Europe,United Kingdom,239750,2007
Hunter,38,38.0,USA,California,109700,2007
Hunter,38,38.0,Caribbean,Mexico,105000,2007
Hunter,38,38.0,USA,Michigan,99000,2007
Hunter,45centercockpit,45.0,USA,Maryland,175900,2007
Hunter,45centercockpit,45.0,USA,Massachusetts,173000,2007
Hunter,49,50.0,USA,California,249000,2007
Hunter,49,50.0,USA,Florida,225000,2007
Hunter,49,50.0,USA,Maryland,249000,2007
Hylas,46,46.0,USA,Florida,360000,2007
Island Packet,spcruiser,41.0,USA,Maryland,265900,2007
Island Packet,spcruiser,41.0,USA,Wisconsin,275000,2007
Island Packet,465,48.0,Europe,Spain,319756,2007
Island Packet,485,52.0,USA,California,447000,2007
J Boats,j122,40.0,USA,California,225000,2007
J Boats,j122,40.0,Europe,France,133617,2007
J Boats,j122,40.0,USA,Massachusetts,219000,2007
J Boats,j122,40.0,Europe,Netherlands,191363,2007
Jeanneau,sunodyssey39i,39.0,Europe,Croatia,75311,2007
Jeanneau,sunodyssey39ds,39.0,Europe,France,145764,2007
Jeanneau,sunodyssey39ds,39.0,Europe,France,112967,2007
Jeanneau,sunodyssey39i,39.0,Europe,Greece,103275,2007
Jeanneau,sunodyssey39ds,39.0,Europe,Greece,102034,2007
Jeanneau,sunodyssey39i,39.0,Europe,Greece,95985,2007
Jeanneau,sunodyssey39i,39.0,Europe,Greece,91125,2007
Jeanneau,sunodyssey39ds,39.0,Europe,Ireland,115912,2007
Jeanneau,sunodyssey39ds,39.0,Europe,Ireland,115396,2007
Jeanneau,sunodyssey39i,39.0,Europe,Italy,103275,2007
Jeanneau,sunodyssey39i,39.0,Europe,Italy,99605,2007
Jeanneau,sunodyssey39iperformance,39.0,Europe,Spain,111780,2007
Jeanneau,42ds,42.0,USA,California,169000,2007
Jeanneau,sunodyssey42i,42.0,Europe,Croatia,84786,2007
Jeanneau,sunodyssey42ds,42.0,USA,Florida,175000,2007
Jeanneau,sunodyssey42i,42.0,USA,Florida,168717,2007
Jeanneau,sunodyssey42i,42.0,Europe,Greece,200398,2007
Jeanneau,sunodyssey42ds,42.0,Caribbean,Grenada,169000,2007
Jeanneau,sunodyssey42ds,42.0,Caribbean,Grenada,129000,2007
Jeanneau,sunodyssey42i,42.0,Europe,Italy,139671,2007
Jeanneau,sunodyssey42i,42.0,Europe,Italy,121440,2007
Jeanneau,sunodyssey42ds,42.0,USA,Michigan,168000,2007
Jeanneau,sunodyssey42,42.0,USA,North Carolina,149900,2007
Jeanneau,sunodyssey42i,42.0,Europe,Sweden,160340,2007
Jeanneau,sunodyssey45,45.0,Europe,Croatia,127576,2007
Jeanneau,sunodyssey45,45.0,Europe,Croatia,109350,2007
Jeanneau,sunodyssey45,45.0,Europe,Greece,111752,2007
Jeanneau,sunodyssey45,45.0,Europe,Italy,145807,2007
Jeanneau,sunodyssey45,45.0,Europe,Italy,145764,2007
Jeanneau,sunodyssey45performance,45.0,Europe,Italy,133651,2007
Jeanneau,sunodyssey45,45.0,Europe,Italy,121470,2007
Jeanneau,sunodyssey45,45.0,Europe,Italy,120285,2007
Jeanneau,sunodyssey45,45.0,Europe,Italy,120255,2007
Jeanneau,sunodyssey45,45.0,Europe,Italy,109350,2007
Jeanneau,sunodyssey45ds,45.0,Europe,Spain,162811,2007
Jeanneau,sunodyssey45,45.0,Europe,Spain,109229,2007
Jeanneau,sunodyssey49ds,49.0,USA,California,249000,2007
Jeanneau,sunodyssey49ds,49.0,Europe,Croatia,230802,2007
Jeanneau,sunodyssey49ds,49.0,Europe,Croatia,230792,2007
Jeanneau,sunodyssey49ds,49.0,Europe,Croatia,230761,2007
Jeanneau,sunodyssey49ds,49.0,Europe,Croatia,229587,2007
Jeanneau,sunodyssey49ds,49.0,Europe,Croatia,229578,2007
Jeanneau,sunodyssey49,49.0,Europe,Croatia,168820,2007
Jeanneau,sunodyssey49i,49.0,Europe,Croatia,163991,2007
Jeanneau,sunodyssey49i,49.0,Europe,Croatia,127543,2007
Jeanneau,sunodyssey49ds,49.0,USA,Florida,169000,2007
Jeanneau,sunodyssey49ds,49.0,Europe,Italy,205284,2007
Jeanneau,sunodyssey54ds,55.0,Europe,Croatia,278165,2007
Jeanneau,sunodyssey54ds,55.0,Europe,France,267244,2007
Jeanneau,sunodyssey54ds,55.0,Europe,Greece,303674,2007
Jeanneau,sunodyssey54ds,55.0,Europe,Greece,303633,2007
Jeanneau,sunodyssey54ds,55.0,Europe,Spain,325868,2007
Jeanneau,sunodyssey54ds,55.0,Europe,Spain,325539,2007
Jeanneau,sunodyssey54ds,55.0,Caribbean,Trinidad and Tobago,309000,2007
Jeanneau,sunodyssey54ds,55.0,USA,Washington,339500,2007
Malo,40classicmkil,40.0,Europe,Italy,425144,2007
Maxi,1300,41.0,Europe,Italy,302459,2007
Maxi,1300,41.0,Europe,United Kingdom,346474,2007
Nautor,swan46,46.0,Europe,France,546613,2007
Oyster,53,53.0,Europe,United Kingdom,646174,2007
Poncin,harmony47,47.0,Europe,France,163991,2007
Poncin,harmony52,52.0,Europe,Croatia,91102,2007
Poncin,harmony52,52.0,Europe,Greece,115396,2007
Rustler,42,42.0,Europe,United Kingdom,358393,2007
Sly,42,42.0,Europe,Italy,206498,2007
Sly,42,42.0,Europe,Italy,205284,2007
Sly,53,53.0,Europe,Italy,388703,2007
Southerly,135,44.0,USA,Maryland,295000,2007
Sweden Yachts,45,46.0,Europe,Spain,351047,2007
Tayana,pilothouse,46.0,USA,Hawaii,275000,2007
Tayana,52ds,52.0,USA,California,365000,2007
Vismara,v52,52.0,Europe,Italy,425161,2007
Vismara,v52,52.0,Europe,Italy,425144,2007
Vismara,52carbon,52.0,Europe,Italy,422714,2007
Wauquiez,pilotsaloon41,42.0,Europe,Italy,188278,2007
X-Yachts,x-40,40.0,Europe,France,184634,2007
X-Yachts,x-40,40.0,Europe,Italy,182204,2007
X-Yachts,x-40,40.0,Europe,Italy,180990,2007
X-Yachts,x-40,40.0,Europe,Italy,170056,2007
X-Yachts,41,41.0,Europe,Croatia,224776,2007
X-Yachts,41,41.0,Europe,Croatia,206470,2007
X-Yachts,x-46,46.0,Europe,Italy,224776,2007
X-Yachts,x-46,46.0,Europe,Turkey,241725,2007
X-Yachts,x-55,55.0,Europe,Italy,570907,2007
Allures,44,44.0,Europe,France,289098,2008
Allures,44,44.0,Europe,Spain,425144,2008
Amel,54,56.0,Europe,Italy,558760,2008
Archambault,40rc,39.0,Europe,France,127543,2008
Archambault,40rc,39.0,Europe,France,127526,2008
Bavaria,38cruiser,38.0,Europe,Italy,97176,2008
Bavaria,38cruiser,38.0,Europe,Italy,69238,2008
Bavaria,38cruiser,38.0,Caribbean,Martinique,92351,2008
Bavaria,38cruiser,38.0,Europe,Spain,82599,2008
Bavaria,39cruiser,39.0,USA,Florida,93693,2008
Bavaria,39cruiser,39.0,Europe,Spain,95961,2008
Bavaria,40cruiser,40.0,Europe,Croatia,97200,2008
Bavaria,40cruiser,40.0,Europe,Croatia,97162,2008
Bavaria,40cruiser,40.0,Europe,Greece,94746,2008
Bavaria,40cruiser,40.0,Europe,Greece,91090,2008
Bavaria,40cruiser,40.0,Europe,Greece,84807,2008
Bavaria,40cruiser,40.0,Europe,Greece,81385,2008
Bavaria,40cruiser,40.0,Europe,Greece,72840,2008
Bavaria,40cruiser,40.0,Europe,Greece,69238,2008
Bavaria,40cruiser,40.0,Europe,Italy,106893,2008
Bavaria,42cruiser,42.0,Europe,Croatia,78955,2008
Bavaria,42cruiser,42.0,Europe,Turkey,120255,2008
Bavaria,cruiser46,46.0,Europe,Croatia,120862,2008
Bavaria,cruiser46,46.0,Europe,Croatia,117826,2008
Bavaria,cruiser46,46.0,Europe,Croatia,91831,2008
Bavaria,cruiser46,46.0,Europe,Germany,151473,2008
Bavaria,cruiser46,46.0,Europe,Greece,109327,2008
Bavaria,cruiser46,46.0,Europe,Greece,103249,2008
Bavaria,cruiser46,46.0,Europe,Italy,144555,2008
Bavaria,cruiser46,46.0,Europe,Italy,109327,2008
Bavaria,cruiser46,46.0,Europe,Italy,109323,2008
Bavaria,cruiser46,46.0,Europe,Turkey,133622,2008
Bavaria,50cruiser,49.0,Europe,Croatia,226535,2008
Bavaria,50cruiser,49.0,Europe,Croatia,103249,2008
Bavaria,cruiser50,49.0,Caribbean,Dominican Republic,285000,2008
Bavaria,50cruiser,49.0,Europe,Greece,176131,2008
Bavaria,50cruiser,49.0,Europe,Greece,157911,2008
Bavaria,50cruiser,49.0,Europe,Greece,133617,2008
Bavaria,50cruiser,49.0,Europe,Greece,132402,2008
Bavaria,50cruiser,49.0,Europe,Greece,127526,2008
Bavaria,50cruiser,49.0,Europe,Italy,193137,2008
Bavaria,50cruiser,49.0,Europe,Italy,133622,2008
Bavaria,50cruiser,49.0,Europe,Romania,159878,2008
Bavaria,50cruiser,49.0,Europe,Spain,182212,2008
Bavaria,50cruiser,49.0,Europe,Turkey,163984,2008
Beneteau,cyclades39.3,39.0,Europe,Greece,78955,2008
Beneteau,oceanis40,40.0,Europe,Croatia,103275,2008
Beneteau,oceanis40,40.0,Europe,Croatia,84786,2008
Beneteau,oceanis40,40.0,Europe,Croatia,82599,2008
Beneteau,oceanis40,40.0,Europe,France,123899,2008
Beneteau,oceanis40,40.0,Europe,Greece,115396,2008
Beneteau,oceanis40,40.0,Europe,Greece,95985,2008
Beneteau,oceanis40,40.0,Europe,Italy,109323,2008
Beneteau,oceanis40,40.0,USA,Michigan,139000,2008
Beneteau,oceanis40,40.0,USA,New York,155969,2008
Beneteau,oceanis40,40.0,Europe,Spain,100820,2008
Beneteau,oceanis40,40.0,USA,Washington,159000,2008
Beneteau,43,43.0,USA,California,189500,2008
Beneteau,43,43.0,USA,Florida,159500,2008
Beneteau,43,43.0,USA,Florida,154000,2008
Beneteau,oceanis43,43.0,Europe,Greece,133617,2008
Beneteau,oceanis43,43.0,Europe,Greece,133598,2008
Beneteau,oceanis43,43.0,Europe,Greece,121457,2008
Beneteau,cyclades43.4,43.0,Europe,Greece,109311,2008
Beneteau,oceanis43,43.0,Europe,Greece,95961,2008
Beneteau,oceanis43,43.0,Europe,Greece,91090,2008
Beneteau,oceanis43,43.0,Europe,Italy,121470,2008
Beneteau,oceanis43,43.0,Europe,Italy,115396,2008
Beneteau,43,43.0,USA,Louisiana,159900,2008
Beneteau,oceanis43,43.0,USA,Mississippi,169000,2008
Beneteau,43,43.0,USA,North Carolina,165000,2008
Beneteau,oceanis43,43.0,Europe,Spain,163962,2008
Beneteau,oceanis43,43.0,Europe,Spain,144549,2008
Beneteau,oceanis43,43.0,Europe,Turkey,188278,2008
Beneteau,oceanis43.4,43.0,Europe,Turkey,131187,2008
Beneteau,oceanis423,43.0,USA,Washington,174000,2008
Beneteau,first45,46.0,Europe,Croatia,206308,2008
Beneteau,first45,46.0,Europe,France,188278,2008
Beneteau,first45,46.0,Europe,Italy,212572,2008
Beneteau,oceanis46,47.0,USA,Florida,199000,2008
Beneteau,oceanis46,47.0,Europe,France,169493,2008
Beneteau,oceanis46,47.0,USA,Louisiana,185000,2008
Beneteau,oceanis46,47.0,Europe,Monaco,182204,2008
Beneteau,oceanis46,47.0,USA,New Jersey,198900,2008
Beneteau,oceanis46,47.0,Europe,Spain,177346,2008
Beneteau,oceanis46,47.0,Europe,Spain,157904,2008
Beneteau,oceanis46,47.0,Europe,Turkey,166580,2008
Beneteau,oceanis49,49.0,USA,California,249000,2008
Beneteau,first50,49.0,Europe,Croatia,302472,2008
Beneteau,oceanis49,49.0,USA,Florida,238000,2008
Beneteau,first50,49.0,Europe,France,298827,2008
Beneteau,oceanis50,49.0,Europe,Gibraltar,193186,2008
Beneteau,oceanis50,49.0,Europe,Greece,200425,2008
Beneteau,oceanis49,49.0,Caribbean,Grenada,240000,2008
Beneteau,first50,49.0,Europe,Italy,309760,2008
Beneteau,oceanis50,49.0,Europe,Italy,204077,2008
Beneteau,oceanis49,49.0,USA,New York,215000,2008
Beneteau,first50sport,49.0,Europe,Spain,297613,2008
Beneteau,oceanis50,49.0,Europe,Turkey,224719,2008
Beneteau,cyclades50.5,51.0,Europe,Croatia,200425,2008
Beneteau,cyclades50.5,51.0,Europe,Greece,145764,2008
Beneteau,cyclades50.5,51.0,Europe,Greece,139690,2008
Beneteau,cyclades50.5,51.0,Europe,Italy,145764,2008
Beneteau,oceanis523,53.0,Europe,Croatia,425144,2008
Beneteau,oceanisclipper523,53.0,Europe,United Kingdom,206509,2008
Beneteau,56,56.0,Europe,Spain,352276,2008
C&C,115,38.0,USA,Texas,134900,2008
Caliber,47lrcse,48.0,USA,Florida,309950,2008
Catalina,42mkii,42.0,USA,California,188000,2008
Catalina,470,47.0,USA,Florida,285000,2008
Catalina,470,47.0,USA,Texas,249000,2008
Comar,comet450,45.0,Europe,Croatia,120255,2008
Comar,comet45s,46.0,Europe,Croatia,120012,2008
Comar,comet45s,46.0,Europe,Spain,241725,2008
Comar,comet52rs,52.0,Europe,Italy,267244,2008
Dehler,41cr,41.0,Europe,Greece,176046,2008
Dehler,47sq,47.0,Europe,France,238688,2008
Dehler,47,47.0,Europe,Italy,205284,2008
Dufour,425gl,42.0,Europe,Italy,139690,2008
Dufour,455gl,45.0,Europe,France,97200,2008
Dufour,455gl,45.0,Europe,Malta,145801,2008
Dufour,455gl,45.0,Europe,Spain,109323,2008
Dufour,485gl,48.0,Europe,Italy,230802,2008
Dufour,485,48.0,Europe,Malta,242939,2008
Dufour,525gl,50.0,Europe,France,229587,2008
Dufour,525gl,50.0,Europe,France,229578,2008
Dufour,525gl,50.0,Europe,Italy,291527,2008
Elan,410,40.0,Europe,Greece,103235,2008
Elan,450,44.0,Europe,Croatia,200425,2008
Elan,450,44.0,Europe,Croatia,194351,2008
Elan,450,44.0,Europe,Croatia,182015,2008
Elan,450,44.0,Europe,Croatia,168843,2008
Elan,450,44.0,Europe,Croatia,165806,2008
Elan,impression434,44.0,Europe,Croatia,101913,2008
Elan,450,44.0,Europe,Italy,157911,2008
Elan,impression514,52.0,Europe,Croatia,133617,2008
Grand Soleil,43,43.0,Europe,France,239295,2008
Grand Soleil,43,43.0,Europe,France,224719,2008
Grand Soleil,43,43.0,Europe,United Kingdom,126570,2008
Grand Soleil,45,45.0,Europe,Italy,212572,2008
Grand Soleil,50,49.0,Caribbean,Grenada,229000,2008
Grand Soleil,54,53.0,Europe,France,455449,2008
Grand Soleil,54,53.0,Europe,Italy,376556,2008
Grand Soleil,56,55.0,Europe,United Kingdom,353064,2008
Hallberg-Rassy,40,40.0,Europe,Cyprus,363194,2008
Hallberg-Rassy,40,40.0,USA,Maryland,299500,2008
Hallberg-Rassy,43,44.0,USA,Maryland,389000,2008
Hallberg-Rassy,54,55.0,Europe,Netherlands,1001988,2008
Hanse,400e,40.0,Europe,Croatia,132402,2008
Hanse,400epoxy,40.0,Europe,Greece,115396,2008
Hanse,400,40.0,Europe,Spain,106920,2008
Hanse,400,40.0,Europe,Spain,106893,2008
Hanse,430e,43.0,Europe,Croatia,133495,2008
Hanse,430e,43.0,Europe,Greece,153052,2008
Hanse,430e,43.0,Europe,Greece,145764,2008
Hanse,470e,47.0,USA,Connecticut,249000,2008
Hanse,470e,47.0,Europe,France,224719,2008
Hanse,470e,47.0,Europe,France,188326,2008
Hanse,540e,52.0,USA,California,397000,2008
Hanse,540e,52.0,Europe,Croatia,267244,2008
Hanse,540e,52.0,Europe,Germany,241603,2008
Hanse,540e,52.0,Europe,Greece,254479,2008
Hanse,540e,52.0,Europe,Greece,249023,2008
Hanse,540,52.0,Europe,Greece,242949,2008
Hanse,540e,52.0,Europe,Italy,303674,2008
Hanse,540e,52.0,Europe,Italy,267244,2008
Hanse,540e,52.0,Caribbean,Mexico,280000,2008
Hunter,38,38.0,USA,Massachusetts,105000,2008
Hunter,38,38.0,USA,New York,104000,2008
Hunter,38,38.0,USA,Rhode Island,119500,2008
Hunter,38,38.0,USA,Texas,109900,2008
Hunter,38,38.0,USA,Virginia,109500,2008
Hunter,41ds,40.0,USA,California,120000,2008
Hunter,41ds,40.0,USA,Florida,135000,2008
Hunter,41ds,40.0,USA,New York,140294,2008
Hunter,41ds,40.0,USA,Virginia,125000,2008
Hunter,45centercockpit,45.0,USA,California,245000,2008
Hunter,45ds,45.0,USA,Michigan,210000,2008
Hunter,45cc,45.0,USA,Ohio,210000,2008
Hunter,49,50.0,USA,Michigan,219900,2008
Hunter,45centercockpit,45.0,Caribbean,Puerto Rico,174900,2008
Hylas,46,46.0,Europe,United Kingdom,425675,2008
Island Packet,440,45.0,Europe,Netherlands,358287,2008
Island Packet,440,45.0,Europe,United Kingdom,366387,2008
Island Packet,465,49.0,Caribbean,Grenada,330000,2008
J Boats,j122,40.0,Europe,Malta,212572,2008
J Boats,j122,40.0,Europe,Spain,206498,2008
J Boats,j122,40.0,Europe,Spain,204121,2008
Jeanneau,sunodyssey39i,39.0,USA,California,149000,2008
Jeanneau,sunodyssey39i,39.0,USA,Florida,132790,2008
Jeanneau,sunodyssey39i,39.0,USA,Florida,129990,2008
Jeanneau,sunodyssey39i,39.0,Europe,France,96593,2008
Jeanneau,sunodyssey39i,39.0,Europe,Greece,78955,2008
Jeanneau,39i,39.0,Caribbean,Grenada,109000,2008
Jeanneau,sunodyssey39i,39.0,Europe,Italy,119040,2008
Jeanneau,sunodyssey39i,39.0,USA,New York,89000,2008
Jeanneau,sunodyssey39i,39.0,Europe,Slovenia,87458,2008
Jeanneau,sunodyssey39i,39.0,Europe,Spain,97200,2008
Jeanneau,sunodyssey39i,39.0,USA,Washington,129900,2008
Jeanneau,sunodyssey42ds,42.0,Caribbean,British Virgin Islands,149000,2008
Jeanneau,sunodyssey42i,42.0,Europe,Croatia,99630,2008
Jeanneau,sunodyssey42i,42.0,Europe,Croatia,93519,2008
Jeanneau,sunodyssey42i,42.0,Europe,Italy,178606,2008
Jeanneau,sunodyssey42iperformance,42.0,Europe,Italy,151837,2008
Jeanneau,sunodyssey42iperformance,42.0,Europe,Italy,145744,2008
Jeanneau,sunodyssey42i,42.0,Europe,Italy,138511,2008
Jeanneau,sunodyssey42,42.0,Europe,Italy,127526,2008
Jeanneau,sunodyssey42ds,42.0,Europe,Spain,176131,2008
Jeanneau,sunodyssey45ds,45.0,Europe,Greece,145801,2008
Jeanneau,sunodyssey45,45.0,Europe,Italy,121506,2008
Jeanneau,sunodyssey45,45.0,Europe,Italy,121470,2008
Jeanneau,sunodyssey45,45.0,Europe,Malta,151876,2008
Jeanneau,sunodyssey45ds,45.0,Europe,Spain,212626,2008
Jeanneau,sunodyssey45ds,45.0,Europe,Spain,200425,2008
Jeanneau,sunodyssey45performance,45.0,Europe,Spain,145199,2008
Jeanneau,sunodyssey45ds,45.0,USA,Virginia,199000,2008
Jeanneau,sunodyssey49i,49.0,Europe,Croatia,134710,2008
Jeanneau,sunodyssey49i,49.0,Europe,Croatia,132402,2008
Jeanneau,sunodyssey49i,49.0,Europe,Croatia,122684,2008
Jeanneau,sunodyssey49i,49.0,Europe,Croatia,120255,2008
Jeanneau,sunodyssey49iperformance,49.0,Europe,Croatia,120161,2008
Jeanneau,sunodyssey49i,49.0,Europe,Croatia,113574,2008
Jeanneau,sunodyssey50ds,49.0,Europe,Greece,249013,2008
Jeanneau,sunodyssey49ownersversion,49.0,Europe,Greece,236866,2008
Jeanneau,sunodyssey49i,49.0,Europe,Greece,121409,2008
Jeanneau,sunodyssey49iperformance,49.0,Europe,Italy,176131,2008
Jeanneau,sunodyssey49i,49.0,Europe,Italy,173709,2008
Jeanneau,sunodyssey50ds,49.0,USA,Michigan,244900,2008
Jeanneau,sunodyssey49i,49.0,Caribbean,Sint Maarten (Dutch part),99999,2008
Jeanneau,49i,49.0,USA,Wisconsin,199900,2008
Jeanneau,sunodyssey54ds,55.0,Europe,Croatia,169815,2008
